species,country,date,anomaly
Axis axis,LU,2024-01-21,Yes
Axis axis,MT,2018-03-04,Yes
Axis axis,NL,2016-08-28,Yes
Axis axis,NL,2017-06-25,Yes
Axis axis,NL,2022-11-13,Yes
Axis axis,NL,2022-11-27,Yes
Axis axis,PL,2018-01-14,Yes
Axis axis,PL,2022-03-20,Yes
Axis axis,PL,2022-03-27,Yes
Axis axis,PL,2022-04-24,Yes
Axis axis,PT,2019-09-15,Yes
Axis axis,PT,2021-01-10,Yes
Axis axis,PT,2022-11-27,Yes
Axis axis,RO,2021-02-28,Yes
Axis axis,SE,2017-12-24,Yes
Axis axis,SE,2019-02-10,Yes
Axis axis,SE,2019-03-03,Yes
Axis axis,SE,2023-04-09,Yes
Axis axis,SK,2020-04-12,Yes
Axis axis,SK,2022-04-17,Yes
Baccharis halimifolia,BE,2022-09-25,Yes
Baccharis halimifolia,BG,2016-03-13,Yes
Baccharis halimifolia,BG,2023-12-31,Yes
Baccharis halimifolia,CY,2016-09-25,Yes
Baccharis halimifolia,CY,2019-01-27,Yes
Baccharis halimifolia,CY,2019-06-16,Yes
Baccharis halimifolia,CZ,2020-03-22,Yes
Baccharis halimifolia,CZ,2022-02-20,Yes
Baccharis halimifolia,DE,2021-05-23,Yes
Baccharis halimifolia,DE,2021-08-01,Yes
Baccharis halimifolia,DE,2021-10-03,Yes
Baccharis halimifolia,DE,2021-10-17,Yes
Baccharis halimifolia,DK,2017-06-18,Yes
Baccharis halimifolia,DK,2019-07-14,Yes
Baccharis halimifolia,DK,2020-01-05,Yes
Baccharis halimifolia,DK,2021-09-12,Yes
Baccharis halimifolia,EE,2018-08-05,Yes
Baccharis halimifolia,EE,2023-08-13,Yes
Baccharis halimifolia,EE,2024-02-25,Yes
Baccharis halimifolia,EE,2024-05-19,Yes
Baccharis halimifolia,ES,2019-10-06,Yes
Baccharis halimifolia,ES,2022-07-31,Yes
Baccharis halimifolia,FI,2021-10-03,Yes
Baccharis halimifolia,FR,2017-10-15,Yes
Baccharis halimifolia,FR,2017-10-29,Yes
Baccharis halimifolia,FR,2018-07-22,Yes
Baccharis halimifolia,FR,2021-08-08,Yes
Baccharis halimifolia,GB,2022-03-13,Yes
Baccharis halimifolia,GR,2017-04-02,Yes
Baccharis halimifolia,GR,2019-02-10,Yes
Baccharis halimifolia,GR,2024-03-10,Yes
Baccharis halimifolia,HR,2017-07-16,Yes
Baccharis halimifolia,HR,2021-07-04,Yes
Baccharis halimifolia,HR,2023-09-17,Yes
Baccharis halimifolia,HR,2024-10-20,Yes
Baccharis halimifolia,HU,2019-01-06,Yes
Baccharis halimifolia,HU,2019-06-23,Yes
Baccharis halimifolia,IE,2021-02-07,Yes
Baccharis halimifolia,IE,2022-10-16,Yes
Baccharis halimifolia,IT,2018-03-18,Yes
Baccharis halimifolia,IT,2018-09-02,Yes
Baccharis halimifolia,IT,2022-02-27,Yes
Baccharis halimifolia,LT,2017-02-19,Yes
Baccharis halimifolia,LT,2020-05-03,Yes
Baccharis halimifolia,LT,2021-01-17,Yes
Baccharis halimifolia,LU,2021-03-14,Yes
Baccharis halimifolia,LU,2024-03-03,Yes
Baccharis halimifolia,LV,2018-12-16,Yes
Baccharis halimifolia,LV,2024-10-06,Yes
Baccharis halimifolia,MT,2022-01-16,Yes
Baccharis halimifolia,MT,2023-08-06,Yes
Baccharis halimifolia,NL,2016-05-22,Yes
Baccharis halimifolia,PL,2016-11-13,Yes
Baccharis halimifolia,PL,2023-01-22,Yes
Baccharis halimifolia,RO,2016-09-25,Yes
Baccharis halimifolia,SE,2019-02-24,Yes
Baccharis halimifolia,SE,2019-10-27,Yes
Baccharis halimifolia,SE,2023-08-20,Yes
Baccharis halimifolia,SK,2016-08-14,Yes
Baccharis halimifolia,SK,2017-02-05,Yes
Baccharis halimifolia,SK,2018-10-14,Yes
Cabomba caroliniana,AT,2016-01-03,Yes
Cabomba caroliniana,AT,2016-09-11,Yes
Cabomba caroliniana,AT,2016-12-11,Yes
Cabomba caroliniana,AT,2023-09-10,Yes
Cabomba caroliniana,BE,2018-05-13,Yes
Cabomba caroliniana,BE,2021-12-05,Yes
Cabomba caroliniana,BG,2016-09-04,Yes
Cabomba caroliniana,BG,2018-05-20,Yes
Cabomba caroliniana,BG,2023-01-29,Yes
Cabomba caroliniana,CY,2017-10-15,Yes
Cabomba caroliniana,CY,2021-06-13,Yes
Cabomba caroliniana,CZ,2018-09-16,Yes
Cabomba caroliniana,CZ,2019-04-21,Yes
Cabomba caroliniana,CZ,2022-07-03,Yes
Cabomba caroliniana,CZ,2023-12-24,Yes
Cabomba caroliniana,DE,2024-04-21,Yes
Cabomba caroliniana,DE,2024-05-05,Yes
Cabomba caroliniana,DE,2024-09-15,Yes
Cabomba caroliniana,DE,2024-10-06,Yes
Cabomba caroliniana,DK,2017-04-02,Yes
Cabomba caroliniana,DK,2020-08-16,Yes
Cabomba caroliniana,EE,2020-01-12,Yes
Cabomba caroliniana,EE,2024-06-09,Yes
Cabomba caroliniana,ES,2017-07-30,Yes
Cabomba caroliniana,ES,2022-03-13,Yes
Cabomba caroliniana,GB,2016-01-03,Yes
Cabomba caroliniana,GB,2017-05-07,Yes
Cabomba caroliniana,GB,2022-07-03,Yes
Cabomba caroliniana,GB,2023-03-19,Yes
Cabomba caroliniana,GR,2022-02-06,Yes
Cabomba caroliniana,GR,2023-12-03,Yes
Cabomba caroliniana,HU,2016-01-03,Yes
Cabomba caroliniana,HU,2024-12-22,Yes
Cabomba caroliniana,IE,2018-03-18,Yes
Cabomba caroliniana,IE,2021-08-29,Yes
Cabomba caroliniana,IT,2018-02-11,Yes
Cabomba caroliniana,IT,2019-01-13,Yes
Cabomba caroliniana,LT,2021-01-17,Yes
Cabomba caroliniana,LU,2016-04-10,Yes
Cabomba caroliniana,LU,2017-10-29,Yes
Cabomba caroliniana,LU,2017-11-12,Yes
Cabomba caroliniana,LU,2024-07-28,Yes
Cabomba caroliniana,MT,2020-09-13,Yes
Cabomba caroliniana,MT,2021-11-21,Yes
Cabomba caroliniana,NL,2023-08-27,Yes
Cabomba caroliniana,PL,2021-11-07,Yes
Cabomba caroliniana,PT,2019-05-26,Yes
Cabomba caroliniana,PT,2023-05-07,Yes
Cabomba caroliniana,RO,2020-10-18,Yes
Cabomba caroliniana,RO,2024-03-17,Yes
Cabomba caroliniana,SI,2023-12-24,Yes
Cabomba caroliniana,SK,2018-02-04,Yes
Cabomba caroliniana,SK,2020-01-26,Yes
Cabomba caroliniana,SK,2022-01-09,Yes
Cabomba caroliniana,SK,2022-03-20,Yes
Callosciurus erythraeus,AT,2018-01-07,Yes
Callosciurus erythraeus,BE,2016-03-13,Yes
Callosciurus erythraeus,BE,2020-12-06,Yes
Callosciurus erythraeus,BE,2024-12-01,Yes
Callosciurus erythraeus,CY,2022-08-14,Yes
Callosciurus erythraeus,CZ,2020-06-21,Yes
Callosciurus erythraeus,DE,2016-07-31,Yes
Callosciurus erythraeus,DK,2016-02-28,Yes
Callosciurus erythraeus,DK,2017-08-13,Yes
Callosciurus erythraeus,DK,2018-10-14,Yes
Callosciurus erythraeus,DK,2020-06-28,Yes
Callosciurus erythraeus,EE,2020-04-12,Yes
Callosciurus erythraeus,EE,2020-08-09,Yes
Callosciurus erythraeus,ES,2016-09-11,Yes
Callosciurus erythraeus,FR,2018-02-18,Yes
Callosciurus erythraeus,FR,2020-08-02,Yes
Callosciurus erythraeus,FR,2020-12-20,Yes
Callosciurus erythraeus,FR,2021-08-01,Yes
Callosciurus erythraeus,GB,2023-07-30,Yes
Callosciurus erythraeus,GB,2024-04-28,Yes
Callosciurus erythraeus,GR,2019-10-20,Yes
Callosciurus erythraeus,IE,2019-02-24,Yes
Callosciurus erythraeus,IE,2022-02-20,Yes
Callosciurus erythraeus,IT,2018-01-14,Yes
Callosciurus erythraeus,LU,2022-01-09,Yes
Callosciurus erythraeus,LV,2021-02-21,Yes
Callosciurus erythraeus,NL,2016-09-11,Yes
Callosciurus erythraeus,NL,2018-11-25,Yes
Callosciurus erythraeus,NL,2023-12-17,Yes
Callosciurus erythraeus,NL,2023-12-24,Yes
Callosciurus erythraeus,PL,2016-01-17,Yes
Callosciurus erythraeus,PL,2018-12-30,Yes
Callosciurus erythraeus,PT,2017-01-01,Yes
Callosciurus erythraeus,PT,2018-01-07,Yes
Callosciurus erythraeus,RO,2019-12-22,Yes
Callosciurus erythraeus,RO,2023-06-11,Yes
Callosciurus erythraeus,RO,2024-11-10,Yes
Callosciurus erythraeus,SE,2019-08-25,Yes
Callosciurus erythraeus,SE,2021-11-07,Yes
Callosciurus erythraeus,SE,2023-09-03,Yes
Callosciurus erythraeus,SI,2017-09-10,Yes
Callosciurus erythraeus,SK,2016-06-26,Yes
Callosciurus erythraeus,SK,2016-08-14,Yes
Callosciurus finlaysonii,AT,2018-08-19,Yes
Callosciurus finlaysonii,AT,2020-06-21,Yes
Callosciurus finlaysonii,AT,2024-08-25,Yes
Callosciurus finlaysonii,BG,2017-12-31,Yes
Callosciurus finlaysonii,BG,2022-04-10,Yes
Callosciurus finlaysonii,BG,2023-12-17,Yes
Callosciurus finlaysonii,BG,2024-11-17,Yes
Callosciurus finlaysonii,CZ,2021-11-07,Yes
Callosciurus finlaysonii,DE,2018-03-18,Yes
Callosciurus finlaysonii,DE,2024-10-27,Yes
Callosciurus finlaysonii,DK,2016-07-31,Yes
Callosciurus finlaysonii,DK,2017-01-15,Yes
Callosciurus finlaysonii,DK,2019-04-07,Yes
Callosciurus finlaysonii,DK,2020-08-09,Yes
Callosciurus finlaysonii,FR,2016-02-21,Yes
Callosciurus finlaysonii,FR,2024-11-10,Yes
Callosciurus finlaysonii,GB,2023-12-03,Yes
Callosciurus finlaysonii,GB,2024-07-21,Yes
Callosciurus finlaysonii,GB,2024-08-18,Yes
Callosciurus finlaysonii,GB,2024-10-06,Yes
Callosciurus finlaysonii,GR,2023-09-10,Yes
Callosciurus finlaysonii,HR,2018-09-02,Yes
Callosciurus finlaysonii,HR,2022-02-27,Yes
Callosciurus finlaysonii,HR,2024-09-08,Yes
Callosciurus finlaysonii,HU,2016-06-12,Yes
Callosciurus finlaysonii,HU,2017-04-23,Yes
Callosciurus finlaysonii,IE,2017-01-01,Yes
Callosciurus finlaysonii,IE,2018-09-09,Yes
Callosciurus finlaysonii,IE,2019-02-24,Yes
Callosciurus finlaysonii,IT,2018-04-08,Yes
Callosciurus finlaysonii,LT,2019-11-03,Yes
Callosciurus finlaysonii,LV,2018-01-14,Yes
Callosciurus finlaysonii,LV,2020-07-05,Yes
Callosciurus finlaysonii,MT,2018-10-21,Yes
Callosciurus finlaysonii,PL,2021-12-12,Yes
Callosciurus finlaysonii,PL,2022-05-08,Yes
Callosciurus finlaysonii,PL,2024-12-08,Yes
Callosciurus finlaysonii,PT,2020-05-17,Yes
Callosciurus finlaysonii,RO,2017-01-15,Yes
Callosciurus finlaysonii,RO,2017-11-05,Yes
Callosciurus finlaysonii,SE,2018-11-25,Yes
Callosciurus finlaysonii,SE,2022-07-31,Yes
Callosciurus finlaysonii,SI,2016-07-31,Yes
Callosciurus finlaysonii,SI,2021-01-31,Yes
Callosciurus finlaysonii,SI,2024-10-06,Yes
Callosciurus finlaysonii,SK,2021-01-17,Yes
Callosciurus finlaysonii,SK,2021-11-07,Yes
Cardiospermum grandiflorum,AT,2024-08-11,Yes
Cardiospermum grandiflorum,BE,2017-03-26,Yes
Cardiospermum grandiflorum,BE,2019-01-27,Yes
Cardiospermum grandiflorum,BE,2023-03-19,Yes
Cardiospermum grandiflorum,BG,2017-08-20,Yes
Cardiospermum grandiflorum,BG,2023-06-25,Yes
Cardiospermum grandiflorum,BG,2023-10-29,Yes
Cardiospermum grandiflorum,CY,2017-05-28,Yes
Cardiospermum grandiflorum,CY,2017-11-26,Yes
Cardiospermum grandiflorum,CZ,2017-07-30,Yes
Cardiospermum grandiflorum,CZ,2024-05-26,Yes
Cardiospermum grandiflorum,DE,2017-06-11,Yes
Cardiospermum grandiflorum,EE,2016-01-24,Yes
Cardiospermum grandiflorum,EE,2021-06-13,Yes
Cardiospermum grandiflorum,EE,2024-01-07,Yes
Cardiospermum grandiflorum,ES,2024-09-29,Yes
Cardiospermum grandiflorum,FI,2018-06-17,Yes
Cardiospermum grandiflorum,FR,2021-01-10,Yes
Cardiospermum grandiflorum,FR,2023-09-10,Yes
Cardiospermum grandiflorum,GB,2018-08-19,Yes
Cardiospermum grandiflorum,GB,2018-11-18,Yes
Cardiospermum grandiflorum,GB,2020-06-07,Yes
Cardiospermum grandiflorum,GB,2021-08-22,Yes
Cardiospermum grandiflorum,GR,2017-12-31,Yes
Cardiospermum grandiflorum,GR,2018-09-09,Yes
Cardiospermum grandiflorum,HR,2023-04-30,Yes
Cardiospermum grandiflorum,HU,2016-02-28,Yes
Cardiospermum grandiflorum,HU,2018-10-28,Yes
Cardiospermum grandiflorum,IE,2017-04-09,Yes
Cardiospermum grandiflorum,IE,2017-05-28,Yes
Cardiospermum grandiflorum,IT,2018-11-04,Yes
Cardiospermum grandiflorum,LT,2023-09-10,Yes
Cardiospermum grandiflorum,NL,2018-06-03,Yes
Cardiospermum grandiflorum,NL,2022-12-11,Yes
Cardiospermum grandiflorum,NL,2023-08-27,Yes
Cardiospermum grandiflorum,PL,2016-03-27,Yes
Cardiospermum grandiflorum,PL,2019-10-13,Yes
Cardiospermum grandiflorum,PL,2020-08-16,Yes
Cardiospermum grandiflorum,PT,2019-02-17,Yes
Cardiospermum grandiflorum,PT,2023-03-12,Yes
Cardiospermum grandiflorum,RO,2016-05-08,Yes
Cardiospermum grandiflorum,RO,2018-07-29,Yes
Cardiospermum grandiflorum,SE,2016-02-21,Yes
Cardiospermum grandiflorum,SE,2024-11-10,Yes
Cardiospermum grandiflorum,SK,2016-09-18,Yes
Cardiospermum grandiflorum,SK,2020-10-11,Yes
Celastrus orbiculatus,AT,2016-05-29,Yes
Celastrus orbiculatus,AT,2018-08-19,Yes
Celastrus orbiculatus,BE,2018-07-15,Yes
Celastrus orbiculatus,BE,2022-07-10,Yes
Celastrus orbiculatus,BG,2022-01-09,Yes
Celastrus orbiculatus,CY,2019-04-28,Yes
Celastrus orbiculatus,CY,2021-08-01,Yes
Celastrus orbiculatus,DE,2017-09-24,Yes
Celastrus orbiculatus,DE,2023-05-07,Yes
Celastrus orbiculatus,DE,2023-05-14,Yes
Celastrus orbiculatus,DE,2023-06-04,Yes
Celastrus orbiculatus,DK,2022-08-28,Yes
Celastrus orbiculatus,DK,2024-07-28,Yes
Celastrus orbiculatus,EE,2020-08-30,Yes
Celastrus orbiculatus,EE,2020-09-27,Yes
Celastrus orbiculatus,EE,2022-10-23,Yes
Celastrus orbiculatus,ES,2016-01-10,Yes
Celastrus orbiculatus,ES,2021-04-11,Yes
Celastrus orbiculatus,ES,2024-12-29,Yes
Celastrus orbiculatus,FI,2020-01-12,Yes
Celastrus orbiculatus,FI,2020-04-19,Yes
Celastrus orbiculatus,FR,2016-09-11,Yes
Celastrus orbiculatus,FR,2018-12-16,Yes
Celastrus orbiculatus,FR,2023-03-12,Yes
Celastrus orbiculatus,GB,2020-10-25,Yes
Celastrus orbiculatus,GB,2021-08-01,Yes
Celastrus orbiculatus,GB,2022-05-15,Yes
Celastrus orbiculatus,GB,2022-10-16,Yes
Celastrus orbiculatus,GR,2018-03-25,Yes
Celastrus orbiculatus,HU,2022-12-25,Yes
Celastrus orbiculatus,HU,2024-04-21,Yes
Celastrus orbiculatus,IE,2020-04-19,Yes
Celastrus orbiculatus,IT,2022-01-30,Yes
Celastrus orbiculatus,LT,2021-07-25,Yes
Celastrus orbiculatus,LT,2024-03-03,Yes
Celastrus orbiculatus,LU,2018-07-22,Yes
Celastrus orbiculatus,LU,2019-01-13,Yes
Celastrus orbiculatus,LV,2016-05-15,Yes
Celastrus orbiculatus,LV,2016-07-10,Yes
Celastrus orbiculatus,LV,2017-03-26,Yes
Celastrus orbiculatus,LV,2022-11-13,Yes
Celastrus orbiculatus,MT,2017-02-05,Yes
Celastrus orbiculatus,NL,2020-04-05,Yes
Celastrus orbiculatus,PL,2019-05-05,Yes
Celastrus orbiculatus,PL,2024-03-24,Yes
Celastrus orbiculatus,PL,2024-03-31,Yes
Celastrus orbiculatus,PL,2024-06-23,Yes
Celastrus orbiculatus,PT,2018-05-06,Yes
Celastrus orbiculatus,PT,2020-11-22,Yes
Celastrus orbiculatus,PT,2022-04-24,Yes
Celastrus orbiculatus,RO,2021-04-18,Yes
Celastrus orbiculatus,RO,2022-06-12,Yes
Celastrus orbiculatus,RO,2022-10-30,Yes
Celastrus orbiculatus,SE,2018-12-23,Yes
Celastrus orbiculatus,SE,2018-12-30,Yes
Celastrus orbiculatus,SE,2022-07-17,Yes
Celastrus orbiculatus,SE,2022-07-31,Yes
Celastrus orbiculatus,SI,2017-11-12,Yes
Celastrus orbiculatus,SI,2021-02-28,Yes
Celastrus orbiculatus,SK,2019-12-08,Yes
Channa argus,AT,2018-02-18,Yes
Channa argus,AT,2019-10-13,Yes
Channa argus,AT,2024-02-18,Yes
Channa argus,BG,2021-01-17,Yes
Channa argus,BG,2021-09-19,Yes
Channa argus,BG,2022-04-17,Yes
Channa argus,CY,2017-12-31,Yes
Channa argus,CY,2021-10-17,Yes
Channa argus,CY,2022-02-20,Yes
Channa argus,CZ,2017-01-15,Yes
Channa argus,CZ,2017-04-30,Yes
Channa argus,DE,2019-10-06,Yes
Channa argus,DE,2019-10-13,Yes
Channa argus,DE,2019-10-20,Yes
Channa argus,DE,2019-10-27,Yes
Channa argus,DK,2017-11-26,Yes
Channa argus,DK,2018-02-18,Yes
Channa argus,EE,2017-06-18,Yes
Channa argus,EE,2023-09-10,Yes
Channa argus,ES,2016-01-31,Yes
Channa argus,ES,2016-03-06,Yes
Channa argus,ES,2019-10-06,Yes
Channa argus,ES,2019-10-13,Yes
Channa argus,FI,2017-02-19,Yes
Channa argus,FI,2018-10-07,Yes
Channa argus,FI,2021-10-03,Yes
Channa argus,FI,2024-08-04,Yes
Channa argus,FR,2019-06-23,Yes
Channa argus,FR,2024-06-02,Yes
Channa argus,FR,2024-06-09,Yes
Channa argus,FR,2024-06-16,Yes
Channa argus,GB,2019-10-06,Yes
Channa argus,GB,2019-10-13,Yes
Channa argus,GB,2022-05-29,Yes
Channa argus,GB,2024-07-21,Yes
Channa argus,GR,2016-11-20,Yes
Channa argus,GR,2021-12-12,Yes
Channa argus,HR,2018-02-04,Yes
Channa argus,HU,2020-09-13,Yes
Channa argus,IE,2017-04-02,Yes
Channa argus,IE,2017-12-24,Yes
Channa argus,IE,2020-11-15,Yes
Channa argus,IE,2024-07-28,Yes
Channa argus,IT,2019-12-08,Yes
Channa argus,IT,2019-12-15,Yes
Channa argus,IT,2019-12-29,Yes
Channa argus,IT,2020-08-16,Yes
Channa argus,LT,2016-06-26,Yes
Channa argus,LT,2022-11-13,Yes
Channa argus,LU,2017-04-09,Yes
Channa argus,LU,2023-11-26,Yes
Channa argus,LV,2018-09-16,Yes
Channa argus,MT,2024-06-02,Yes
Channa argus,NL,2018-07-01,Yes
Channa argus,NL,2023-06-25,Yes
Channa argus,NL,2023-12-31,Yes
Channa argus,NL,2024-10-20,Yes
Channa argus,PL,2017-10-08,Yes
Channa argus,PL,2019-01-06,Yes
Channa argus,PL,2019-10-06,Yes
Channa argus,PL,2019-10-13,Yes
Channa argus,PT,2020-10-25,Yes
Channa argus,PT,2020-11-15,Yes
Channa argus,RO,2016-10-23,Yes
Channa argus,RO,2019-11-17,Yes
Channa argus,SE,2019-10-06,Yes
Channa argus,SE,2020-11-22,Yes
Channa argus,SE,2024-07-14,Yes
Channa argus,SE,2024-10-20,Yes
Channa argus,SI,2017-06-04,Yes
Channa argus,SK,2017-08-06,Yes
Channa argus,SK,2017-10-15,Yes
Channa argus,SK,2019-04-28,Yes
Channa argus,SK,2019-08-11,Yes
Cortaderia jubata,AT,2018-09-02,Yes
Cortaderia jubata,BE,2017-01-22,Yes
Cortaderia jubata,BG,2017-12-03,Yes
Cortaderia jubata,BG,2024-12-22,Yes
Cortaderia jubata,CY,2016-10-09,Yes
Cortaderia jubata,CZ,2019-09-08,Yes
Cortaderia jubata,CZ,2022-02-27,Yes
Cortaderia jubata,DE,2017-10-08,Yes
Cortaderia jubata,DE,2020-04-26,Yes
Cortaderia jubata,DE,2022-04-03,Yes
Cortaderia jubata,DE,2024-03-17,Yes
Cortaderia jubata,ES,2021-11-14,Yes
Cortaderia jubata,ES,2023-03-12,Yes
Cortaderia jubata,ES,2024-10-20,Yes
Cortaderia jubata,FI,2023-02-26,Yes
Cortaderia jubata,FI,2024-02-04,Yes
Cortaderia jubata,FR,2021-02-28,Yes
Cortaderia jubata,FR,2023-07-23,Yes
Cortaderia jubata,GB,2020-07-05,Yes
Cortaderia jubata,GB,2020-12-27,Yes
Cortaderia jubata,GB,2022-02-06,Yes
Cortaderia jubata,GB,2022-03-13,Yes
Cortaderia jubata,GR,2019-09-08,Yes
Cortaderia jubata,GR,2023-09-17,Yes
Cortaderia jubata,HR,2017-07-09,Yes
Cortaderia jubata,HR,2019-12-29,Yes
Cortaderia jubata,HU,2022-10-16,Yes
Cortaderia jubata,IE,2022-12-04,Yes
Cortaderia jubata,IT,2018-07-29,Yes
Cortaderia jubata,IT,2020-04-19,Yes
Cortaderia jubata,LT,2017-08-20,Yes
Cortaderia jubata,LT,2019-05-05,Yes
Cortaderia jubata,LT,2024-10-06,Yes
Cortaderia jubata,LU,2016-07-17,Yes
Cortaderia jubata,LU,2018-11-04,Yes
Cortaderia jubata,LV,2023-07-09,Yes
Cortaderia jubata,NL,2016-05-15,Yes
Cortaderia jubata,PL,2016-07-31,Yes
Cortaderia jubata,PL,2018-09-23,Yes
Cortaderia jubata,PL,2018-11-18,Yes
Cortaderia jubata,PL,2021-04-11,Yes
Corvus splendens,AT,2020-09-27,Yes
Corvus splendens,AT,2022-11-20,Yes
Corvus splendens,AT,2023-03-26,Yes
Corvus splendens,AT,2023-06-18,Yes
Corvus splendens,BE,2020-11-08,Yes
Corvus splendens,BG,2016-10-02,Yes
Corvus splendens,CY,2016-01-10,Yes
Corvus splendens,CY,2020-06-07,Yes
Corvus splendens,CY,2021-12-19,Yes
Corvus splendens,CZ,2019-04-21,Yes
Corvus splendens,CZ,2020-11-15,Yes
Corvus splendens,CZ,2021-01-24,Yes
Corvus splendens,DE,2018-03-18,Yes
Corvus splendens,DE,2022-04-03,Yes
Corvus splendens,EE,2016-08-28,Yes
Corvus splendens,EE,2020-09-13,Yes
Corvus splendens,EE,2021-10-03,Yes
Corvus splendens,ES,2017-12-10,Yes
Corvus splendens,FI,2016-05-22,Yes
Corvus splendens,FI,2022-12-04,Yes
Corvus splendens,FR,2022-10-23,Yes
Corvus splendens,FR,2024-12-15,Yes
Corvus splendens,FR,2024-12-22,Yes
Corvus splendens,FR,2024-12-29,Yes
Corvus splendens,GB,2022-02-13,Yes
Corvus splendens,GB,2022-05-15,Yes
Corvus splendens,GR,2024-03-17,Yes
Corvus splendens,HR,2018-01-28,Yes
Corvus splendens,HR,2024-07-21,Yes
Corvus splendens,HU,2018-04-08,Yes
Corvus splendens,IE,2018-09-09,Yes
Corvus splendens,IT,2020-09-27,Yes
Corvus splendens,IT,2022-03-20,Yes
Corvus splendens,IT,2022-08-21,Yes
Corvus splendens,IT,2024-11-03,Yes
Corvus splendens,LT,2022-08-14,Yes
Corvus splendens,LU,2018-09-09,Yes
Corvus splendens,LV,2016-10-02,Yes
Corvus splendens,LV,2023-07-02,Yes
Corvus splendens,MT,2020-06-28,Yes
Corvus splendens,MT,2024-08-04,Yes
Corvus splendens,NL,2016-02-14,Yes
Corvus splendens,NL,2016-05-15,Yes
Corvus splendens,NL,2018-04-08,Yes
Corvus splendens,PL,2019-03-10,Yes
Corvus splendens,PL,2023-02-12,Yes
Corvus splendens,SE,2019-12-22,Yes
Corvus splendens,SE,2024-12-22,Yes
Corvus splendens,SI,2018-10-21,Yes
Corvus splendens,SK,2017-01-08,Yes
Ehrharta calycina,AT,2018-04-08,Yes
Ehrharta calycina,AT,2021-11-07,Yes
Ehrharta calycina,BE,2017-10-08,Yes
Ehrharta calycina,BG,2019-01-13,Yes
Ehrharta calycina,CY,2024-03-24,Yes
Ehrharta calycina,DE,2024-03-17,Yes
Ehrharta calycina,DK,2021-06-20,Yes
Ehrharta calycina,DK,2024-04-21,Yes
Ehrharta calycina,EE,2023-04-02,Yes
Ehrharta calycina,ES,2016-07-24,Yes
Ehrharta calycina,ES,2018-06-03,Yes
Ehrharta calycina,ES,2023-07-30,Yes
Ehrharta calycina,FR,2018-09-16,Yes
Ehrharta calycina,GB,2017-08-13,Yes
Ehrharta calycina,GB,2021-10-10,Yes
Ehrharta calycina,HR,2019-08-25,Yes
Ehrharta calycina,IE,2016-06-26,Yes
Ehrharta calycina,IT,2023-06-04,Yes
Ehrharta calycina,IT,2023-12-10,Yes
Ehrharta calycina,LU,2017-02-05,Yes
Ehrharta calycina,LU,2022-03-20,Yes
Ehrharta calycina,MT,2019-08-11,Yes
Ehrharta calycina,NL,2016-04-17,Yes
Ehrharta calycina,NL,2018-04-22,Yes
Ehrharta calycina,PL,2017-04-16,Yes
Ehrharta calycina,PL,2018-12-23,Yes
Ehrharta calycina,PL,2021-07-25,Yes
Ehrharta calycina,SE,2018-08-19,Yes
Ehrharta calycina,SE,2022-10-09,Yes
Ehrharta calycina,SI,2021-08-01,Yes
Ehrharta calycina,SK,2016-12-11,Yes
Ehrharta calycina,SK,2020-02-09,Yes
Elodea nuttallii,AT,2016-06-19,Yes
Elodea nuttallii,AT,2023-11-12,Yes
Elodea nuttallii,BE,2016-09-11,Yes
Elodea nuttallii,BE,2017-02-26,Yes
Elodea nuttallii,BE,2024-08-11,Yes
Elodea nuttallii,BG,2016-04-17,Yes
Elodea nuttallii,BG,2023-02-26,Yes
Elodea nuttallii,CZ,2016-09-18,Yes
Elodea nuttallii,CZ,2017-06-04,Yes
Elodea nuttallii,CZ,2018-04-08,Yes
Elodea nuttallii,CZ,2019-12-08,Yes
Elodea nuttallii,DE,2016-07-17,Yes
Elodea nuttallii,DK,2018-02-04,Yes
Elodea nuttallii,ES,2016-12-18,Yes
Elodea nuttallii,FI,2021-06-27,Yes
Elodea nuttallii,FI,2021-10-03,Yes
Elodea nuttallii,FI,2023-08-20,Yes
Elodea nuttallii,FI,2023-09-03,Yes
Elodea nuttallii,FR,2020-05-10,Yes
Elodea nuttallii,FR,2024-08-25,Yes
Elodea nuttallii,GB,2018-04-29,Yes
Elodea nuttallii,GB,2022-02-20,Yes
Elodea nuttallii,HR,2016-05-01,Yes
Elodea nuttallii,HU,2017-07-30,Yes
Elodea nuttallii,HU,2018-04-15,Yes
Elodea nuttallii,IE,2020-02-02,Yes
Elodea nuttallii,IE,2024-05-19,Yes
Elodea nuttallii,IT,2021-08-01,Yes
Elodea nuttallii,IT,2022-08-14,Yes
Elodea nuttallii,IT,2023-08-13,Yes
Elodea nuttallii,IT,2023-10-01,Yes
Elodea nuttallii,LT,2024-05-12,Yes
Elodea nuttallii,LU,2019-03-03,Yes
Elodea nuttallii,LU,2023-04-02,Yes
Elodea nuttallii,LV,2018-09-02,Yes
Elodea nuttallii,LV,2023-12-03,Yes
Elodea nuttallii,MT,2016-05-08,Yes
Elodea nuttallii,NL,2018-06-03,Yes
Elodea nuttallii,NL,2022-07-17,Yes
Elodea nuttallii,PT,2016-09-04,Yes
Elodea nuttallii,PT,2023-02-26,Yes
Elodea nuttallii,RO,2017-01-15,Yes
Elodea nuttallii,RO,2018-06-24,Yes
Elodea nuttallii,RO,2018-12-30,Yes
Elodea nuttallii,RO,2021-11-07,Yes
